PNO12,req_week_name,Volume
15537U101119,1902,1
22525120D119,1902,3
22525130D119,1902,2
22525R50D119,1902,2
22572110D119,1902,1
225721201119,1902,1
22572120D119,1902,4
22572130D119,1902,2
22572R501119,1902,1
225A3130C119,1902,1
225A3R50C119,1902,2
225A81101119,1902,1
225A8110C119,1902,1
225A8120D119,1902,1
225A8130D119,1902,4
225A8R50D119,1902,4
225AR110C119,1902,1
227A8120C119,1902,2
234A8130D119,1902,1
234A8170D119,1902,1
235A81201119,1902,1
235A8120D119,1902,4
235A8130C119,1902,1
235A8R50D119,1902,1
235AK120D119,1902,1
23625130C119,1902,1
23668120C119,1902,1
23668130C119,1902,4
236A8120C119,1902,2
236A8130C119,1902,1
24625120C119,1902,1
24625120D119,1902,1
24625130C119,1902,4
24625130D119,1902,3
24625R50D119,1902,1
24668120C119,1902,3
24668130C119,1902,11
24668R50C119,1902,6
246A3130C119,1902,2
246A3R50C119,1902,1
246A81201119,1902,2
246A81204119,1902,2
246A8120C119,1902,16
246A8120D119,1902,15
246A81304119,1902,1
246A8130C119,1902,6
246A8130D119,1902,8
246A8R501119,1902,1
246A8R50C119,1902,13
246A8R50D119,1902,9
246AK120D119,1902,3
246AK130D119,1902,1
246AKR50D119,1902,1
246AR1201119,1902,1
246BM120D119,1902,1
246BMR50D119,1902,3
25668120C119,1902,5
25668130C119,1902,7
25668220C119,1902,7
25668230C119,1902,10
25668R50C119,1902,7
25668R70C119,1902,8
25668TB0C119,1902,1
256A3130C119,1902,1
256A3230C119,1902,1
256A3R70C119,1902,1
256BM230D119,1902,2
52532R200119,1902,1
52532U200119,1902,1
525351201119,1902,1
525361201119,1902,3
52536U201119,1902,1
52632U200119,1902,1
526721200119,1902,1
536111101119,1902,2
536111201119,1902,2
536111701119,1902,3
53613R50C119,1902,1
536141101119,1902,1
536141201119,1902,1
53614R501119,1902,2
536721101119,1902,2
53672110C119,1902,1
53672110D119,1902,4
536721201119,1902,2
53672120C119,1902,2
53672120D119,1902,3
53672130C119,1902,1
53672130D119,1902,2
53672170C119,1902,1
53672170D119,1902,3
536A6120C119,1902,2
536A6130C119,1902,5
536A6170C119,1902,2
536A6R50C119,1902,6
536AC120C119,1902,1
536AC120D119,1902,3
536AC130C119,1902,4
536AC130D119,1902,3
536AC170C119,1902,2
536AC170D119,1902,2
536ACR50C119,1902,3
536ACR50D119,1902,10
15529U100119,2006,0
15537U101119,2006,0
15549R20C119,2006,0
155A0P30C119,2006,0
22425R50D119,2006,0
22525120D119,2006,3
22525130D119,2006,53
22525R50D119,2006,16
225721101119,2006,1
22572110D119,2006,0
225721201119,2006,5
22572120D119,2006,14
225721301119,2006,1
22572130D119,2006,4
22572R501119,2006,0
22572R50D119,2006,0
225A3120C119,2006,0
225A3130C119,2006,6
225A3R50C119,2006,11
225A81101119,2006,0
225A8110C119,2006,0
225A81201119,2006,0
225A8120C119,2006,3
225A8120D119,2006,7
225A81301119,2006,0
225A8130C119,2006,1
225A8130D119,2006,7
225A8R501119,2006,1
225A8R50C119,2006,1
225A8R50D119,2006,5
225AR110C119,2006,0
225AR120C119,2006,0
225ARR50C119,2006,0
225BM130D119,2006,2
225BMR50D119,2006,4
227A8120C119,2006,15
23468130C119,2006,0
23472120D119,2006,0
234791200119,2006,0
234A8120D119,2006,0
234A8130D119,2006,0
234A8170D119,2006,0
234AK130D119,2006,0
234BM130D119,2006,0
234BMR50D119,2006,0
23525120D119,2006,0
23525130D119,2006,0
23525R50D119,2006,0
23568120C119,2006,2
23568130C119,2006,1
23568R50C119,2006,2
23572110D119,2006,0
23572120D119,2006,4
235A3120C119,2006,0
235A3130C119,2006,0
235A3R50C119,2006,0
235A81101119,2006,0
235A8110C119,2006,0
235A8110D119,2006,0
235A81201119,2006,0
235A8120D119,2006,1
235A8130C119,2006,0
235A8130D119,2006,4
235A8R50C119,2006,0
235A8R50D119,2006,1
235AK120D119,2006,2
235AKR50D119,2006,0
235AR130C119,2006,0
235BM130D119,2006,1
235BMR50D119,2006,0
23625130C119,2006,1
23668120C119,2006,1
23668130C119,2006,3
23668A30C119,2006,0
236A3130C119,2006,1
236A8120C119,2006,1
236A8130C119,2006,0
236A8A30C119,2006,0
24610120C119,2006,0
24625120C119,2006,12
24625120D119,2006,3
24625130C119,2006,6
24625130D119,2006,2
24625R50C119,2006,5
24625R50D119,2006,0
24668120C119,2006,2
24668130C119,2006,18
24668R50C119,2006,31
246A3120C119,2006,0
246A3130C119,2006,2
246A3R50C119,2006,6
246A81201119,2006,4
246A81204119,2006,1
246A8120C119,2006,15
246A8120D119,2006,54
246A81301119,2006,2
246A81304119,2006,1
246A8130C119,2006,41
246A8130D119,2006,23
246A8MA0C119,2006,0
246A8R501119,2006,1
246A8R504119,2006,1
246A8R50C119,2006,32
246A8R50D119,2006,28
246AK120D119,2006,12
246AK130D119,2006,10
246AKR50D119,2006,9
246AR1201119,2006,5
246AR1301119,2006,0
246ARR501119,2006,0
246BM120D119,2006,0
246BM130D119,2006,2
246BMR50D119,2006,4
25625120C119,2006,0
25625130C119,2006,0
25625230C119,2006,1
25625R50C119,2006,0
25625R70C119,2006,1
25668120C119,2006,8
25668130C119,2006,25
25668220C119,2006,6
25668230C119,2006,18
25668R50C119,2006,8
25668R70C119,2006,9
25668TB0C119,2006,0
25668VC0C119,2006,0
256A3120C119,2006,1
256A3130C119,2006,1
256A3220C119,2006,0
256A3230C119,2006,1
256A3R70C119,2006,0
256BAR70D119,2006,0
256BM230D119,2006,4
256BMR70D119,2006,1
525321100119,2006,0
525321200119,2006,8
52532R200119,2006,1
52532U200119,2006,0
525331100119,2006,0
525331200119,2006,8
52533R200119,2006,0
525351101119,2006,0
525351201119,2006,31
52535R201119,2006,1
525361101119,2006,0
525361201119,2006,22
52536R201119,2006,0
52536U201119,2006,0
525701200119,2006,9
525701201119,2006,1
52570R200119,2006,0
52570R201119,2006,0
525721100119,2006,0
525721200119,2006,1
525721201119,2006,1
52572R200119,2006,0
52572R201119,2006,0
526321200119,2006,4
52632U200119,2006,0
526701200119,2006,0
526701201119,2006,0
526721200119,2006,0
526721201119,2006,0
536111101119,2006,2
536111201119,2006,2
536111301119,2006,0
536111701119,2006,10
53613120C119,2006,0
53613130C119,2006,1
53613170C119,2006,0
536132I0C119,2006,0
53613R50C119,2006,5
536141101119,2006,0
536141201119,2006,1
536141301119,2006,0
53614R501119,2006,0
536721101119,2006,1
53672110C119,2006,0
53672110D119,2006,3
536721201119,2006,2
53672120C119,2006,2
53672120D119,2006,5
536721301119,2006,1
53672130C119,2006,2
53672130D119,2006,7
536721701119,2006,2
53672170C119,2006,4
53672170D119,2006,15
53672R501119,2006,0
53672R50C119,2006,0
53672R50D119,2006,0
536A6120C119,2006,4
536A6130C119,2006,7
536A6170C119,2006,9
536A6R50C119,2006,13
536AC120C119,2006,1
536AC120D119,2006,4
536AC130C119,2006,3
536AC130D119,2006,8
536AC170C119,2006,4
536AC170D119,2006,10
536ACR50C119,2006,5
536ACR50D119,2006,10
15529U100119,2011,0
15537U101119,2011,0
15549R20C119,2011,0
155A0P30C119,2011,0
22425R50D119,2011,0
22525120D119,2011,4
22525130D119,2011,4
22525170D119,2011,0
22525R50D119,2011,6
225721101119,2011,0
22572110D119,2011,0
225721201119,2011,7
22572120D119,2011,15
225721301119,2011,4
22572130D119,2011,8
22572R501119,2011,1
22572R50D119,2011,5
225A3120C119,2011,0
225A3130C119,2011,4
225A3R50C119,2011,1
225A81101119,2011,0
225A8110C119,2011,0
225A8110D119,2011,0
225A81201119,2011,5
225A8120C119,2011,5
225A8120D119,2011,9
225A81301119,2011,2
225A8130C119,2011,2
225A8130D119,2011,9
225A8R501119,2011,2
225A8R50C119,2011,2
225A8R50D119,2011,11
225AR110C119,2011,0
225AR120C119,2011,1
225AR130C119,2011,0
225ARR50C119,2011,0
225BM130D119,2011,1
225BMR50D119,2011,2
227A8120C119,2011,4
23468130C119,2011,0
23468R50C119,2011,0
23472120D119,2011,0
234791200119,2011,0
234A8120D119,2011,0
234A8130D119,2011,0
234A8170D119,2011,0
234A8R50D119,2011,0
234AK120D119,2011,0
234AK130D119,2011,0
234BM130D119,2011,0
234BMR50D119,2011,0
23525120D119,2011,0
23525130D119,2011,0
23525R50D119,2011,0
23568120C119,2011,1
23568130C119,2011,3
23568R50C119,2011,2
23572110D119,2011,0
235721201119,2011,0
23572120D119,2011,2
23572130D119,2011,0
235A3120C119,2011,0
235A3130C119,2011,2
235A3R50C119,2011,0
235A81101119,2011,0
235A8110C119,2011,0
235A8110D119,2011,0
235A81201119,2011,0
235A8120C119,2011,0
235A8120D119,2011,2
235A81301119,2011,0
235A8130C119,2011,0
235A8130D119,2011,5
235A8R501119,2011,0
235A8R50C119,2011,0
235A8R50D119,2011,5
235AK110D119,2011,1
235AK120D119,2011,2
235AK130D119,2011,1
235AKR50D119,2011,0
235AR110C119,2011,0
235AR130C119,2011,0
235BM130D119,2011,0
235BMR50D119,2011,0
23625120C119,2011,0
23625130C119,2011,1
23625A30C119,2011,0
23668120C119,2011,1
23668130C119,2011,10
23668A30C119,2011,1
236A3130C119,2011,0
236A3A30C119,2011,0
236A8120C119,2011,2
236A8130C119,2011,1
236A8A30C119,2011,0
24610120C119,2011,0
24625120C119,2011,3
24625120D119,2011,0
24625130C119,2011,6
24625130D119,2011,1
24625R50C119,2011,1
24625R50D119,2011,0
24668120C119,2011,2
24668130C119,2011,7
24668IB0C119,2011,0
24668R50C119,2011,4
246A3120C119,2011,0
246A3130C119,2011,2
246A3R50C119,2011,0
246A81201119,2011,3
246A81204119,2011,2
246A8120C119,2011,15
246A8120D119,2011,10
246A81301119,2011,0
246A81304119,2011,0
246A8130C119,2011,8
246A8130D119,2011,2
246A8IB0C119,2011,0
246A8MA0C119,2011,0
246A8R501119,2011,1
246A8R504119,2011,1
246A8R50C119,2011,3
246A8R50D119,2011,16
246AK120D119,2011,4
246AK130D119,2011,3
246AKR50D119,2011,0
246AR1201119,2011,5
246AR1301119,2011,0
246ARR501119,2011,0
246BM120D119,2011,0
246BM130D119,2011,2
246BMR50D119,2011,1
25625120C119,2011,0
25625130C119,2011,0
25625220C119,2011,1
25625230C119,2011,1
25625R50C119,2011,0
25625R70C119,2011,0
25668120C119,2011,8
25668130C119,2011,21
25668220C119,2011,7
25668230C119,2011,21
25668MB0C119,2011,0
25668R50C119,2011,12
25668R70C119,2011,10
25668TB0C119,2011,0
25668TC0C119,2011,0
25668UC0C119,2011,0
25668VC0C119,2011,0
256A3120C119,2011,0
256A3130C119,2011,1
256A3220C119,2011,0
256A3230C119,2011,3
256A3R50C119,2011,1
256A3R70C119,2011,0
256BAR70D119,2011,0
256BM230D119,2011,2
256BMR70D119,2011,1
525211301119,2011,0
525321100119,2011,0
525321200119,2011,6
52532R200119,2011,3
52532U200119,2011,0
525331100119,2011,0
525331200119,2011,12
52533R200119,2011,0
52533U200119,2011,0
525351101119,2011,0
525351201119,2011,14
52535R201119,2011,2
525361101119,2011,0
525361201119,2011,38
52536R201119,2011,2
52536U201119,2011,0
525701200119,2011,8
525701201119,2011,3
52570R200119,2011,0
52570R201119,2011,0
525721100119,2011,0
525721200119,2011,4
525721201119,2011,1
52572R200119,2011,1
52572R201119,2011,0
52572U200119,2011,0
526321200119,2011,3
52632U200119,2011,0
526701100119,2011,0
526701200119,2011,0
526701201119,2011,0
526721200119,2011,0
526721201119,2011,0
536111101119,2011,1
536111201119,2011,2
536111301119,2011,1
536111701119,2011,10
53613120C119,2011,0
53613130C119,2011,0
53613170C119,2011,1
536132I0C119,2011,0
53613R50C119,2011,11
53613RI0C119,2011,0
536141101119,2011,0
536141201119,2011,2
536141301119,2011,0
53614R501119,2011,0
536721101119,2011,2
53672110C119,2011,1
53672110D119,2011,3
536721201119,2011,1
53672120C119,2011,2
53672120D119,2011,6
536721301119,2011,2
53672130C119,2011,2
53672130D119,2011,6
536721701119,2011,3
53672170C119,2011,4
53672170D119,2011,21
53672R501119,2011,0
53672R50C119,2011,0
53672R50D119,2011,0
536A6110C119,2011,0
536A6120C119,2011,4
536A6130C119,2011,10
536A6170C119,2011,6
536A6R50C119,2011,17
536AC110C119,2011,0
536AC120C119,2011,1
536AC120D119,2011,5
536AC130C119,2011,10
536AC130D119,2011,7
536AC170C119,2011,7
536AC170D119,2011,13
536ACR50C119,2011,6
536ACR50D119,2011,13
15529U100119,2014,0
15537U101119,2014,0
15549R20C119,2014,0
155A0P30C119,2014,0
22425R50D119,2014,2
224AKR50D119,2014,0
22525120D119,2014,0
22525130D119,2014,75
22525170D119,2014,0
22525R50C119,2014,0
22525R50D119,2014,32
225721101119,2014,0
22572110D119,2014,0
225721201119,2014,4
22572120D119,2014,1
225721301119,2014,0
22572130D119,2014,6
225721701119,2014,0
22572170D119,2014,10
22572R501119,2014,1
22572R50D119,2014,2
225A3120C119,2014,0
225A3130C119,2014,8
225A3R50C119,2014,6
225A81101119,2014,0
225A8110C119,2014,0
225A8110D119,2014,0
225A81201119,2014,1
225A8120C119,2014,7
225A8120D119,2014,2
225A81301119,2014,0
225A8130C119,2014,4
225A8130D119,2014,9
225A81701119,2014,1
225A8170C119,2014,0
225A8170D119,2014,4
225A8R501119,2014,0
225A8R50C119,2014,2
225A8R50D119,2014,6
225AK120D119,2014,0
225AK130D119,2014,12
225AKR50D119,2014,0
225AR110C119,2014,0
225AR120C119,2014,0
225AR130C119,2014,0
225ARR50C119,2014,0
225BM130D119,2014,33
225BMR50D119,2014,31
225BTP50D119,2014,1
22725170C119,2014,0
227A8120C119,2014,5
227A8170C119,2014,43
23425130D119,2014,0
23468130C119,2014,0
23468R50C119,2014,0
23472120D119,2014,0
234791200119,2014,0
234A8120D119,2014,0
234A8130D119,2014,0
234A8170D119,2014,0
234A8R50D119,2014,0
234AK120D119,2014,0
234AK130D119,2014,0
234BM130D119,2014,0
234BMR50D119,2014,0
23525120D119,2014,0
23525130D119,2014,0
23525R50D119,2014,3
23568120C119,2014,1
23568130C119,2014,3
23568R50C119,2014,2
23572110D119,2014,0
235721201119,2014,0
23572120D119,2014,0
235721301119,2014,0
23572130D119,2014,0
23572R50D119,2014,0
235A3120C119,2014,0
235A3130C119,2014,0
235A3R50C119,2014,0
235A81101119,2014,0
235A8110C119,2014,0
235A8110D119,2014,0
235A81201119,2014,0
235A8120C119,2014,0
235A8120D119,2014,3
235A81301119,2014,0
235A8130C119,2014,0
235A8130D119,2014,4
235A8170D119,2014,0
235A8R501119,2014,0
235A8R50C119,2014,0
235A8R50D119,2014,1
235AK110D119,2014,0
235AK120D119,2014,1
235AK130D119,2014,0
235AKR50D119,2014,1
235AR110C119,2014,0
235AR130C119,2014,0
235BM130D119,2014,17
235BMR50D119,2014,12
23625120C119,2014,0
23625130C119,2014,0
23625A30C119,2014,0
23668120C119,2014,1
23668130C119,2014,7
23668A30C119,2014,1
236A3130C119,2014,0
236A3A30C119,2014,0
236A8120C119,2014,2
236A8130C119,2014,3
236A8A30C119,2014,0
24610120C119,2014,0
24625120C119,2014,2
24625120D119,2014,0
24625130C119,2014,5
24625130D119,2014,1
24625170C119,2014,0
24625R50C119,2014,3
24625R50D119,2014,0
24668120C119,2014,0
24668130C119,2014,3
24668IB0C119,2014,0
24668R50C119,2014,1
246A3120C119,2014,0
246A3130C119,2014,2
246A3R50C119,2014,3
246A81201119,2014,2
246A81204119,2014,0
246A8120C119,2014,3
246A8120D119,2014,3
246A81301119,2014,0
246A81304119,2014,0
246A8130C119,2014,7
246A8130D119,2014,42
246A81701119,2014,0
246A81704119,2014,2
246A8170D119,2014,22
246A8IB0C119,2014,0
246A8MA0C119,2014,0
246A8R501119,2014,0
246A8R504119,2014,0
246A8R50C119,2014,7
246A8R50D119,2014,16
246AK120D119,2014,3
246AK130D119,2014,3
246AK170D119,2014,0
246AKR50D119,2014,1
246AR1201119,2014,2
246AR1301119,2014,0
246AR1701119,2014,5
246ARR501119,2014,0
246BM120D119,2014,0
246BM130D119,2014,28
246BMR50D119,2014,14
246K2120C119,2014,0
246K2130C119,2014,16
246K2170C119,2014,3
246K2R50C119,2014,9
246K5130C119,2014,22
246K5170C119,2014,0
246K5R50C119,2014,15
25625120C119,2014,0
25625130C119,2014,0
25625220C119,2014,0
25625230C119,2014,1
25625R50C119,2014,0
25625R70C119,2014,0
25668120C119,2014,8
25668130C119,2014,16
25668220C119,2014,7
25668230C119,2014,19
25668MB0C119,2014,0
25668R50C119,2014,11
25668R70C119,2014,9
25668TB0C119,2014,0
25668TC0C119,2014,0
25668UC0C119,2014,0
25668VC0C119,2014,0
256A3120C119,2014,0
256A3130C119,2014,1
256A3170C119,2014,0
256A3220C119,2014,0
256A3230C119,2014,2
256A3R50C119,2014,0
256A3R70C119,2014,0
256BAR70D119,2014,0
256BM230D119,2014,3
256BMR70D119,2014,1
256K2130C119,2014,0
256K2230C119,2014,0
256K2R50C119,2014,3
256K2R70C119,2014,0
525211301119,2014,0
525321100119,2014,0
525321200119,2014,2
52532R200119,2014,3
52532U200119,2014,0
525331100119,2014,0
525331200119,2014,9
52533R200119,2014,0
52533U200119,2014,0
525351101119,2014,0
525351201119,2014,7
52535R201119,2014,2
52535U201119,2014,0
525361101119,2014,0
525361201119,2014,21
52536R201119,2014,5
52536U201119,2014,0
525701100119,2014,0
525701200119,2014,6
525701201119,2014,1
52570R200119,2014,0
52570R201119,2014,0
525721100119,2014,0
525721200119,2014,3
525721201119,2014,0
52572R200119,2014,0
52572R201119,2014,0
52572U200119,2014,0
526321200119,2014,2
52632U200119,2014,0
526701100119,2014,0
526701200119,2014,0
526701201119,2014,0
526721200119,2014,0
526721201119,2014,0
536111101119,2014,1
536111201119,2014,2
536111301119,2014,2
536111701119,2014,9
53613120C119,2014,0
53613130C119,2014,0
53613170C119,2014,0
536132I0C119,2014,0
53613R50C119,2014,5
53613RI0C119,2014,0
536141101119,2014,0
536141201119,2014,2
536141301119,2014,0
53614R501119,2014,0
53615130D119,2014,0
53615170D119,2014,1
536721101119,2014,1
53672110C119,2014,0
