PNO12,req_week_name,Volume
53672110D119,2014,4
536721201119,2014,1
53672120C119,2014,2
53672120D119,2014,5
536721301119,2014,1
53672130C119,2014,2
53672130D119,2014,6
536721701119,2014,5
53672170C119,2014,6
53672170D119,2014,19
53672R501119,2014,0
53672R50C119,2014,0
53672R50D119,2014,0
536A6110C119,2014,0
536A6120C119,2014,4
536A6130C119,2014,10
536A6170C119,2014,6
536A6R50C119,2014,17
536AC110C119,2014,0
536AC120C119,2014,1
536AC120D119,2014,4
536AC130C119,2014,4
536AC130D119,2014,6
536AC170C119,2014,5
536AC170D119,2014,13
536ACR50C119,2014,7
536ACR50D119,2014,12
15529U100119,2019,0
15537U101119,2019,0
15549R20C119,2019,0
155A0P30C119,2019,0
22425R50D119,2019,5
224AKR50D119,2019,2
224BM130D119,2019,0
224BMR50D119,2019,0
22525120D119,2019,0
22525130C119,2019,5
22525130D119,2019,38
22525170C119,2019,0
22525170D119,2019,3
22525R50C119,2019,3
22525R50D119,2019,23
225721101119,2019,0
22572110D119,2019,1
225721201119,2019,2
22572120D119,2019,2
225721301119,2019,0
22572130D119,2019,16
225721701119,2019,4
22572170D119,2019,10
22572R501119,2019,0
22572R50D119,2019,3
225A3120C119,2019,0
225A3130C119,2019,6
225A3170C119,2019,0
225A3R50C119,2019,8
225A81101119,2019,0
225A8110C119,2019,0
225A8110D119,2019,0
225A81201119,2019,0
225A8120C119,2019,1
225A8120D119,2019,4
225A81301119,2019,0
225A8130C119,2019,5
225A8130D119,2019,23
225A81701119,2019,3
225A8170C119,2019,3
225A8170D119,2019,6
225A8R501119,2019,0
225A8R50C119,2019,3
225A8R50D119,2019,8
225AK120D119,2019,0
225AK130D119,2019,64
225AK170D119,2019,3
225AKR50D119,2019,23
225AR110C119,2019,0
225AR120C119,2019,0
225AR130C119,2019,0
225ARR50C119,2019,0
225BM130D119,2019,34
225BMR50D119,2019,29
225BTP50D119,2019,1
22725120C119,2019,0
22725170C119,2019,3
227A8120C119,2019,3
227A8170C119,2019,49
23425130D119,2019,0
23425170D119,2019,0
23468130C119,2019,0
23468R50C119,2019,0
23472120D119,2019,0
234791200119,2019,0
234A3130C119,2019,1
234A8120D119,2019,0
234A8130D119,2019,0
234A8170D119,2019,0
234A8R50C119,2019,0
234A8R50D119,2019,0
234AK120D119,2019,0
234AK130D119,2019,0
234AK170D119,2019,0
234BM120D119,2019,0
234BM130D119,2019,0
234BMR50D119,2019,0
23525120D119,2019,0
23525130D119,2019,1
23525170D119,2019,0
23525R50D119,2019,0
23568120C119,2019,1
23568130C119,2019,3
23568170C119,2019,0
23568R50C119,2019,2
23572110D119,2019,0
235721201119,2019,0
23572120D119,2019,1
235721301119,2019,0
23572130D119,2019,0
235721701119,2019,0
23572170D119,2019,0
23572R50D119,2019,0
235A3120C119,2019,0
235A3130C119,2019,0
235A3R50C119,2019,0
235A81101119,2019,0
235A8110C119,2019,0
235A8110D119,2019,0
235A81201119,2019,0
235A8120C119,2019,0
235A8120D119,2019,2
235A81301119,2019,0
235A8130C119,2019,0
235A8130D119,2019,6
235A81701119,2019,0
235A8170C119,2019,0
235A8170D119,2019,2
235A8R501119,2019,0
235A8R50C119,2019,0
235A8R50D119,2019,1
235AK110D119,2019,0
235AK120D119,2019,0
235AK130D119,2019,1
235AK170D119,2019,0
235AKR50D119,2019,1
235AR110C119,2019,0
235AR130C119,2019,0
235BM130D119,2019,16
235BMR50D119,2019,7
23625120C119,2019,0
23625130C119,2019,1
23625A30C119,2019,0
23668120C119,2019,0
23668130C119,2019,9
23668170C119,2019,3
23668A30C119,2019,1
236A3130C119,2019,0
236A3A30C119,2019,0
236A8120C119,2019,2
236A8130C119,2019,4
236A8170C119,2019,1
236A8A30C119,2019,0
24610120C119,2019,0
24625120C119,2019,0
24625120D119,2019,0
24625130C119,2019,6
24625130D119,2019,1
24625170C119,2019,1
24625170D119,2019,0
24625R50C119,2019,2
24625R50D119,2019,0
24668120C119,2019,0
24668130C119,2019,2
24668IB0C119,2019,0
24668R50C119,2019,0
24668UC0C119,2019,0
246A2130C119,2019,0
246A3120C119,2019,0
246A3130C119,2019,1
246A3170C119,2019,0
246A3R50C119,2019,1
246A81201119,2019,0
246A81204119,2019,0
246A8120C119,2019,0
246A8120D119,2019,4
246A81301119,2019,0
246A81304119,2019,0
246A8130C119,2019,2
246A8130D119,2019,37
246A81701119,2019,4
246A81704119,2019,2
246A8170D119,2019,59
246A8IB0C119,2019,0
246A8MA0C119,2019,0
246A8R501119,2019,0
246A8R504119,2019,0
246A8R50C119,2019,2
246A8R50D119,2019,36
246AK120D119,2019,1
246AK130D119,2019,3
246AK170D119,2019,10
246AKR50D119,2019,16
246AR1201119,2019,0
246AR1301119,2019,0
246AR1701119,2019,6
246ARR501119,2019,0
246BM120D119,2019,0
246BM130D119,2019,31
246BMR50D119,2019,22
246BTP50D119,2019,0
246K2120C119,2019,0
246K2130C119,2019,29
246K2170C119,2019,6
246K2R50C119,2019,14
246K5120C119,2019,0
246K5130C119,2019,19
246K5170C119,2019,23
246K5R50C119,2019,19
25625120C119,2019,0
25625130C119,2019,0
25625220C119,2019,0
25625230C119,2019,0
25625270C119,2019,1
25625R50C119,2019,0
25625R70C119,2019,0
25668120C119,2019,2
25668130C119,2019,6
25668220C119,2019,2
25668230C119,2019,8
25668MB0C119,2019,0
25668R50C119,2019,1
25668R70C119,2019,1
25668TB0C119,2019,0
25668TC0C119,2019,0
25668UC0C119,2019,0
25668VC0C119,2019,0
256A3120C119,2019,0
256A3130C119,2019,1
256A3170C119,2019,0
256A3220C119,2019,0
256A3230C119,2019,2
256A3270C119,2019,0
256A3R50C119,2019,0
256A3R70C119,2019,0
256BAR70D119,2019,0
256BM230D119,2019,32
256BMR70D119,2019,14
256K2120C119,2019,0
256K2130C119,2019,24
256K2170C119,2019,6
256K2220C119,2019,0
256K2230C119,2019,16
256K2270C119,2019,6
256K2R50C119,2019,7
256K2R70C119,2019,10
525211301119,2019,0
525321100119,2019,0
525321200119,2019,1
52532R200119,2019,2
52532U200119,2019,0
525331100119,2019,0
525331200119,2019,7
52533R200119,2019,0
52533U200119,2019,0
525351101119,2019,0
525351201119,2019,4
52535R201119,2019,2
52535U201119,2019,0
525361101119,2019,0
525361201119,2019,22
525361301119,2019,0
52536R201119,2019,3
52536U201119,2019,0
525701100119,2019,0
525701101119,2019,0
525701200119,2019,3
525701201119,2019,1
52570R200119,2019,0
52570R201119,2019,0
525721100119,2019,0
525721200119,2019,3
525721201119,2019,0
52572R200119,2019,0
52572R201119,2019,0
52572U200119,2019,0
526321200119,2019,0
52632U200119,2019,0
526701100119,2019,0
526701101119,2019,0
526701200119,2019,0
526701201119,2019,0
526721200119,2019,0
526721201119,2019,0
536111101119,2019,1
536111201119,2019,2
536111301119,2019,1
536111701119,2019,8
53613120C119,2019,0
53613130C119,2019,6
53613170C119,2019,1
536132I0C119,2019,0
53613R50C119,2019,5
53613RI0C119,2019,0
536141101119,2019,0
536141201119,2019,2
536141301119,2019,0
53614R501119,2019,0
53615110D119,2019,1
53615120D119,2019,1
53615130D119,2019,7
53615170D119,2019,8
536721101119,2019,1
53672110C119,2019,0
53672110D119,2019,3
536721201119,2019,1
53672120C119,2019,2
53672120D119,2019,5
536721301119,2019,1
53672130C119,2019,2
53672130D119,2019,6
536721701119,2019,4
53672170C119,2019,6
53672170D119,2019,15
53672R501119,2019,0
53672R50C119,2019,0
53672R50D119,2019,0
536A6110C119,2019,0
536A6120C119,2019,3
536A6130C119,2019,10
536A6170C119,2019,14
536A6R50C119,2019,17
536AC110C119,2019,0
536AC120C119,2019,4
536AC120D119,2019,4
536AC130C119,2019,4
536AC130D119,2019,6
536AC170C119,2019,6
536AC170D119,2019,13
536ACR50C119,2019,7
536ACR50D119,2019,13
15529U100119,1924,0
15537U101119,1924,0
15549R20C119,1924,0
155A0P30C119,1924,0
22425R50D119,1924,8
224AKR50D119,1924,4
224BM130D119,1924,0
224BMR50D119,1924,0
22525120D119,1924,0
22525130C119,1924,0
22525130D119,1924,0
22525170C119,1924,0
22525170D119,1924,0
22525R50C119,1924,0
22525R50D119,1924,0
225721101119,1924,0
22572110D119,1924,1
225721201119,1924,0
22572120D119,1924,0
225721301119,1924,0
22572130D119,1924,3
225721701119,1924,1
22572170D119,1924,5
22572R501119,1924,0
22572R50D119,1924,3
225A3120C119,1924,0
225A3130C119,1924,0
225A3170C119,1924,0
225A3R50C119,1924,1
225A81101119,1924,0
225A8110C119,1924,0
225A8110D119,1924,0
225A81201119,1924,0
225A8120C119,1924,1
225A8120D119,1924,1
225A81301119,1924,0
225A8130C119,1924,4
225A8130D119,1924,11
225A81701119,1924,2
225A8170C119,1924,1
225A8170D119,1924,3
225A8R501119,1924,0
225A8R50C119,1924,2
225A8R50D119,1924,7
225AK110D119,1924,0
225AK120D119,1924,0
225AK130D119,1924,2
225AK170D119,1924,1
225AKR50D119,1924,0
225AR110C119,1924,0
225AR120C119,1924,0
225AR130C119,1924,0
225ARR50C119,1924,0
225BM130D119,1924,12
225BMR50D119,1924,13
225BTP50D119,1924,0
22725120C119,1924,0
22725170C119,1924,1
227A8120C119,1924,2
227A8170C119,1924,4
23425130D119,1924,0
23425170D119,1924,0
23468130C119,1924,0
23468R50C119,1924,0
23472120D119,1924,0
234791200119,1924,0
234A3130C119,1924,0
234A3R50C119,1924,0
234A8120D119,1924,0
234A8130D119,1924,0
234A8170D119,1924,0
234A8R50C119,1924,0
234A8R50D119,1924,0
234AK120D119,1924,0
234AK130D119,1924,0
234AK170D119,1924,0
234BM120D119,1924,0
234BM130D119,1924,0
234BMR50D119,1924,0
23525120D119,1924,0
23525130D119,1924,1
23525170D119,1924,0
23525R50D119,1924,0
23568120C119,1924,0
23568130C119,1924,3
23568170C119,1924,0
23568R50C119,1924,2
23572110D119,1924,0
235721201119,1924,0
23572120D119,1924,1
235721301119,1924,0
23572130D119,1924,0
235721701119,1924,0
23572170D119,1924,1
23572R50D119,1924,0
235A3120C119,1924,0
235A3130C119,1924,1
235A3170C119,1924,0
235A3R50C119,1924,0
235A81101119,1924,0
235A8110C119,1924,0
235A8110D119,1924,0
235A81201119,1924,0
235A8120C119,1924,0
235A8120D119,1924,2
235A81301119,1924,0
235A8130C119,1924,1
235A8130D119,1924,4
235A81701119,1924,0
235A8170C119,1924,0
235A8170D119,1924,3
235A8R501119,1924,0
235A8R50C119,1924,1
235A8R50D119,1924,2
235AK110D119,1924,0
235AK120D119,1924,0
235AK130D119,1924,1
235AK170D119,1924,1
235AKR50D119,1924,1
235AR110C119,1924,0
235AR130C119,1924,0
235BM130D119,1924,5
235BMR50D119,1924,3
23625120C119,1924,0
23625130C119,1924,1
23625170C119,1924,0
23625A30C119,1924,0
23668120C119,1924,0
23668130C119,1924,9
23668170C119,1924,1
23668A30C119,1924,0
236A3130C119,1924,0
236A3A30C119,1924,0
236A8120C119,1924,2
236A8130C119,1924,6
236A8170C119,1924,1
236A8A30C119,1924,0
24610120C119,1924,0
24625120C119,1924,0
24625120D119,1924,0
24625130C119,1924,6
24625130D119,1924,1
24625170C119,1924,1
24625170D119,1924,0
24625R50C119,1924,2
24625R50D119,1924,0
24668120C119,1924,0
24668130C119,1924,0
24668IB0C119,1924,0
24668R50C119,1924,0
24668UC0C119,1924,0
246A2130C119,1924,0
246A3120C119,1924,0
246A3130C119,1924,1
246A3170C119,1924,0
246A3R50C119,1924,0
246A81201119,1924,0
246A81204119,1924,0
246A8120C119,1924,0
246A8120D119,1924,2
246A81301119,1924,0
246A81304119,1924,0
246A8130C119,1924,1
246A8130D119,1924,26
246A81701119,1924,1
246A81704119,1924,2
246A8170D119,1924,24
246A8IB0C119,1924,0
246A8MA0C119,1924,0
246A8R501119,1924,0
246A8R504119,1924,0
246A8R50C119,1924,0
246A8R50D119,1924,12
246AK120D119,1924,0
246AK130D119,1924,7
246AK170D119,1924,1
246AKR50D119,1924,4
246AR1201119,1924,1
246AR1301119,1924,0
246AR1701119,1924,3
246ARR501119,1924,0
246BM120D119,1924,0
246BM130D119,1924,13
246BMR50D119,1924,12
246BTP50D119,1924,0
246K2120C119,1924,0
246K2130C119,1924,12
246K2170C119,1924,0
246K2R50C119,1924,7
246K5120C119,1924,0
246K5130C119,1924,18
246K5170C119,1924,6
246K5R50C119,1924,9
25625120C119,1924,0
25625130C119,1924,0
25625170C119,1924,0
25625220C119,1924,0
25625230C119,1924,0
25625270C119,1924,0
25625R50C119,1924,0
25625R70C119,1924,0
25668120C119,1924,1
25668130C119,1924,5
25668220C119,1924,0
25668230C119,1924,6
25668IC0C119,1924,0
25668MB0C119,1924,0
25668R50C119,1924,2
25668R70C119,1924,5
25668TB0C119,1924,0
25668TC0C119,1924,0
25668UC0C119,1924,0
25668VC0C119,1924,0
256A3120C119,1924,0
256A3130C119,1924,1
256A3170C119,1924,0
256A3220C119,1924,0
256A3230C119,1924,1
256A3270C119,1924,0
256A3R50C119,1924,0
256A3R70C119,1924,0
256BAR70D119,1924,0
256BM220D119,1924,0
256BM230D119,1924,9
256BMR70D119,1924,8
256K2120C119,1924,0
256K2130C119,1924,12
256K2170C119,1924,2
256K2220C119,1924,0
256K2230C119,1924,14
256K2270C119,1924,5
256K2R50C119,1924,7
256K2R70C119,1924,5
525211301119,1924,0
525321100119,1924,0
525321200119,1924,2
52532R200119,1924,2
52532U200119,1924,0
525331100119,1924,0
525331200119,1924,6
52533R200119,1924,0
52533U200119,1924,0
525351101119,1924,0
525351201119,1924,3
52535R201119,1924,2
52535U201119,1924,0
525361101119,1924,0
525361201119,1924,14
525361301119,1924,0
52536R201119,1924,2
52536U201119,1924,0
525701100119,1924,0
525701101119,1924,0
525701200119,1924,2
525701201119,1924,1
52570R200119,1924,0
52570R201119,1924,0
525721100119,1924,0
525721101119,1924,0
525721200119,1924,3
525721201119,1924,1
52572R200119,1924,1
52572R201119,1924,0
52572U200119,1924,0
526321200119,1924,2
52632U200119,1924,0
526701100119,1924,0
526701101119,1924,0
526701200119,1924,0
526701201119,1924,0
526721200119,1924,0
526721201119,1924,0
536111101119,1924,1
536111201119,1924,2
536111301119,1924,2
536111701119,1924,5
53613120C119,1924,0
53613130C119,1924,2
53613170C119,1924,1
536132I0C119,1924,0
53613R50C119,1924,5
53613RI0C119,1924,0
536141101119,1924,0
536141201119,1924,2
536141301119,1924,0
53614R501119,1924,0
53615110D119,1924,1
53615120D119,1924,1
53615130D119,1924,9
53615170D119,1924,8
536721101119,1924,1
53672110C119,1924,0
53672110D119,1924,3
536721201119,1924,1
53672120C119,1924,1
53672120D119,1924,3
536721301119,1924,4
53672130C119,1924,2
53672130D119,1924,6
536721701119,1924,4
53672170C119,1924,2
53672170D119,1924,9
53672R501119,1924,0
53672R50C119,1924,0
53672R50D119,1924,0
536A6110C119,1924,0
536A6120C119,1924,3
536A6130C119,1924,10
536A6170C119,1924,8
536A6R50C119,1924,17
536AC110C119,1924,0
536AC120C119,1924,1
536AC120D119,1924,2
536AC130C119,1924,4
536AC130D119,1924,6
536AC170C119,1924,4
536AC170D119,1924,9
536ACR50C119,1924,7
536ACR50D119,1924,22
15529U100119,1932,0
15537U101119,1932,0
15549R20C119,1932,0
155A0P30C119,1932,0
22425R50D119,1932,3
224AKR50D119,1932,4
224BM130D119,1932,0
224BMR50D119,1932,0
22525120D119,1932,0
22525130C119,1932,0
22525130D119,1932,1
22525170C119,1932,0
22525170D119,1932,0
22525R50C119,1932,0
22525R50D119,1932,1
225721101119,1932,0
22572110D119,1932,1
225721201119,1932,0
22572120D119,1932,1
225721301119,1932,0
22572130D119,1932,2
225721701119,1932,0
22572170D119,1932,4
22572R501119,1932,0
22572R50D119,1932,2
225A3120C119,1932,0
225A3130C119,1932,0
225A3170C119,1932,0
225A3R50C119,1932,1
225A81101119,1932,0
225A8110C119,1932,0
225A8110D119,1932,0
225A81201119,1932,0
225A8120C119,1932,0
225A8120D119,1932,0
225A81301119,1932,0
225A8130C119,1932,3
225A8130D119,1932,10
225A81701119,1932,1
225A8170C119,1932,0
225A8170D119,1932,2
225A8R501119,1932,0
225A8R50C119,1932,1
225A8R50D119,1932,4
225AK110D119,1932,0
225AK120D119,1932,0
225AK130D119,1932,1
225AK170D119,1932,0
225AKR50D119,1932,0
225AR110C119,1932,0
225AR120C119,1932,0
225AR130C119,1932,0
225ARR50C119,1932,0
225BM130D119,1932,7
225BMR50D119,1932,8
225BTP50D119,1932,0
22725120C119,1932,0
22725170C119,1932,0
227A8120C119,1932,2
227A8170C119,1932,3
23425130D119,1932,0
23425170D119,1932,0
23468130C119,1932,0
23468170C119,1932,0
23468R50C119,1932,0
23472120D119,1932,0
234791200119,1932,0
234A3130C119,1932,0
234A3R50C119,1932,0
234A8120D119,1932,0
234A8130D119,1932,0
234A8170D119,1932,0
234A8R50C119,1932,0
234A8R50D119,1932,0
234AK120D119,1932,0
234AK130D119,1932,0
234AK170D119,1932,0
234BAR50D119,1932,0
234BM120D119,1932,0
234BM130D119,1932,1
234BMR50D119,1932,0
23525120D119,1932,0
23525130D119,1932,1
23525170D119,1932,0
23525R50D119,1932,0
23568120C119,1932,0
23568130C119,1932,3
23568170C119,1932,0
23568R50C119,1932,2
235721101119,1932,0
23572110D119,1932,0
235721201119,1932,0
23572120D119,1932,1
235721301119,1932,0
23572130D119,1932,0
235721701119,1932,0
23572170D119,1932,0
23572R50D119,1932,0
235A3120C119,1932,0
235A3130C119,1932,0
235A3170C119,1932,0
235A3R50C119,1932,0
235A81101119,1932,0
235A8110C119,1932,0
235A8110D119,1932,0
235A81201119,1932,0
235A8120C119,1932,0
235A8120D119,1932,2
235A81301119,1932,0
235A8130C119,1932,1
235A8130D119,1932,4
235A81701119,1932,0
235A8170C119,1932,0
235A8170D119,1932,3
235A8R501119,1932,0
235A8R50C119,1932,0
235A8R50D119,1932,5
235AK110D119,1932,0
235AK120D119,1932,0
235AK130D119,1932,3
235AK170D119,1932,1
235AKR50D119,1932,3
235AR110C119,1932,0
235AR130C119,1932,0
235BM130D119,1932,2
235BMR50D119,1932,3
23625120C119,1932,0
23625130C119,1932,1
23625170C119,1932,0
23625A30C119,1932,0
23668120C119,1932,0
