PNO12,req_week_name,Volume
23668130C119,1932,8
23668170C119,1932,0
23668A30C119,1932,0
236A3130C119,1932,0
236A3A30C119,1932,0
236A8120C119,1932,1
236A8130C119,1932,4
236A8170C119,1932,0
236A8A30C119,1932,0
24610120C119,1932,0
24625120C119,1932,0
24625120D119,1932,0
24625130C119,1932,6
24625130D119,1932,1
24625170C119,1932,1
24625170D119,1932,0
24625R50C119,1932,4
24625R50D119,1932,0
24668120C119,1932,0
24668130C119,1932,0
24668IB0C119,1932,0
24668R50C119,1932,0
24668UC0C119,1932,0
246A2130C119,1932,0
246A3120C119,1932,0
246A3130C119,1932,0
246A3170C119,1932,0
246A3R50C119,1932,1
246A81201119,1932,0
246A81204119,1932,0
246A8120C119,1932,0
246A8120D119,1932,0
246A81301119,1932,0
246A81304119,1932,0
246A8130C119,1932,0
246A8130D119,1932,29
246A81701119,1932,4
246A81704119,1932,0
246A8170D119,1932,33
246A8IB0C119,1932,0
246A8MA0C119,1932,0
246A8R501119,1932,0
246A8R504119,1932,0
246A8R50C119,1932,0
246A8R50D119,1932,33
246AK120D119,1932,0
246AK130D119,1932,6
246AK170D119,1932,5
246AKR50D119,1932,4
246AR1201119,1932,1
246AR1301119,1932,0
246AR1701119,1932,3
246ARR501119,1932,0
246BM120D119,1932,0
246BM130D119,1932,16
246BMR50D119,1932,11
246BTP50D119,1932,0
246K2120C119,1932,0
246K2130C119,1932,15
246K2170C119,1932,2
246K2R50C119,1932,8
246K5120C119,1932,0
246K5130C119,1932,12
246K5170C119,1932,7
246K5R50C119,1932,8
246L1130D119,1932,0
246L1R50D119,1932,0
25606130C119,1932,0
25625120C119,1932,0
25625130C119,1932,0
25625170C119,1932,0
25625220C119,1932,0
25625230C119,1932,0
25625270C119,1932,0
25625R50C119,1932,0
25625R70C119,1932,0
25668120C119,1932,1
25668130C119,1932,1
25668220C119,1932,0
25668230C119,1932,4
25668IC0C119,1932,0
25668MB0C119,1932,0
25668R50C119,1932,0
25668R70C119,1932,2
25668TB0C119,1932,0
25668TC0C119,1932,0
25668UB0C119,1932,0
25668UC0C119,1932,0
25668VC0C119,1932,0
256A3120C119,1932,0
256A3130C119,1932,1
256A3170C119,1932,0
256A3220C119,1932,0
256A3230C119,1932,1
256A3270C119,1932,0
256A3R50C119,1932,0
256A3R70C119,1932,0
256BAR70D119,1932,0
256BM220D119,1932,0
256BM230D119,1932,15
256BMR70D119,1932,6
256K2120C119,1932,0
256K2130C119,1932,20
256K2170C119,1932,3
256K2220C119,1932,0
256K2230C119,1932,18
256K2270C119,1932,4
256K2R50C119,1932,10
256K2R70C119,1932,9
525211301119,1932,0
525321100119,1932,0
525321200119,1932,3
52532R200119,1932,2
52532U200119,1932,0
525331100119,1932,0
525331200119,1932,3
52533R200119,1932,0
52533U200119,1932,0
525351101119,1932,0
525351201119,1932,2
52535R201119,1932,2
52535U201119,1932,0
525361101119,1932,0
525361201119,1932,16
525361301119,1932,0
52536R201119,1932,3
52536U201119,1932,0
525701100119,1932,0
525701101119,1932,0
525701200119,1932,2
525701201119,1932,0
52570R200119,1932,0
52570R201119,1932,0
525721100119,1932,0
525721101119,1932,0
525721200119,1932,3
525721201119,1932,1
52572R200119,1932,1
52572R201119,1932,2
52572U200119,1932,0
526321200119,1932,2
52632U200119,1932,0
526701100119,1932,0
526701101119,1932,0
526701200119,1932,0
526701201119,1932,0
526721200119,1932,0
526721201119,1932,0
536111101119,1932,1
536111201119,1932,0
536111301119,1932,3
536111701119,1932,4
53613120C119,1932,0
53613130C119,1932,2
53613170C119,1932,0
536132I0C119,1932,0
53613R50C119,1932,3
53613RI0C119,1932,0
536141101119,1932,0
536141201119,1932,1
536141301119,1932,0
53614R501119,1932,0
53615110D119,1932,0
53615120D119,1932,1
53615130D119,1932,8
53615170D119,1932,5
536721101119,1932,0
53672110C119,1932,0
53672110D119,1932,1
536721201119,1932,1
53672120C119,1932,0
53672120D119,1932,2
536721301119,1932,2
53672130C119,1932,2
53672130D119,1932,9
536721701119,1932,4
53672170C119,1932,3
53672170D119,1932,14
53672R501119,1932,0
53672R50C119,1932,0
53672R50D119,1932,0
536A6110C119,1932,0
536A6120C119,1932,1
536A6130C119,1932,9
536A6170C119,1932,9
536A6R50C119,1932,16
536AC110C119,1932,0
536AC120C119,1932,0
536AC120D119,1932,0
536AC130C119,1932,4
536AC130D119,1932,6
536AC170C119,1932,3
536AC170D119,1932,9
536ACR50C119,1932,7
536ACR50D119,1932,18
536BB170F119,1932,0
15529U100119,1936,0
15537U101119,1936,0
15549R20C119,1936,0
155A0P30C119,1936,0
22425R50D119,1936,8
224AKR50D119,1936,10
224BM130D119,1936,1
224BMR50D119,1936,0
22525120D119,1936,0
22525130C119,1936,0
22525130D119,1936,3
22525170C119,1936,0
22525170D119,1936,0
22525R50C119,1936,0
22525R50D119,1936,0
225721101119,1936,0
22572110D119,1936,1
225721201119,1936,0
22572120D119,1936,1
225721301119,1936,0
22572130D119,1936,7
225721701119,1936,3
22572170D119,1936,7
22572R501119,1936,0
22572R50D119,1936,1
225A3120C119,1936,0
225A3130C119,1936,2
225A3170C119,1936,0
225A3R50C119,1936,0
225A81101119,1936,0
225A8110C119,1936,0
225A8110D119,1936,0
225A81201119,1936,0
225A8120C119,1936,0
225A8120D119,1936,1
225A81301119,1936,0
225A8130C119,1936,1
225A8130D119,1936,10
225A81701119,1936,1
225A8170C119,1936,0
225A8170D119,1936,5
225A8R501119,1936,0
225A8R50C119,1936,1
225A8R50D119,1936,6
225AK110D119,1936,0
225AK120D119,1936,0
225AK130D119,1936,1
225AK170D119,1936,1
225AKR50D119,1936,2
225AR110C119,1936,0
225AR120C119,1936,0
225AR130C119,1936,0
225ARR50C119,1936,0
225BM130D119,1936,15
225BMR50D119,1936,10
225BTP50D119,1936,2
22725120C119,1936,0
22725170C119,1936,2
227A8120C119,1936,3
227A8170C119,1936,4
23425130D119,1936,0
23425170D119,1936,0
23468130C119,1936,0
23468170C119,1936,0
23468R50C119,1936,0
23472120D119,1936,0
234791200119,1936,0
234A3130C119,1936,0
234A3R50C119,1936,0
234A8120D119,1936,0
234A8130D119,1936,0
234A8170D119,1936,3
234A8R50C119,1936,0
234A8R50D119,1936,0
234AK120D119,1936,0
234AK130D119,1936,0
234AK170D119,1936,0
234BAR50D119,1936,0
234BM120D119,1936,0
234BM130D119,1936,0
234BMR50D119,1936,0
23525120D119,1936,0
23525130D119,1936,1
23525170D119,1936,0
23525R50D119,1936,0
23568120C119,1936,0
23568130C119,1936,6
23568170C119,1936,0
23568R50C119,1936,15
235721101119,1936,0
23572110D119,1936,0
235721201119,1936,0
23572120D119,1936,0
235721301119,1936,0
23572130D119,1936,0
235721701119,1936,0
23572170D119,1936,1
23572R50D119,1936,0
235A3120C119,1936,0
235A3130C119,1936,0
235A3170C119,1936,0
235A3R50C119,1936,0
235A81101119,1936,0
235A8110C119,1936,0
235A8110D119,1936,0
235A81201119,1936,0
235A8120C119,1936,0
235A8120D119,1936,1
235A81301119,1936,0
235A8130C119,1936,1
235A8130D119,1936,13
235A81701119,1936,0
235A8170C119,1936,0
235A8170D119,1936,5
235A8R501119,1936,0
235A8R50C119,1936,0
235A8R50D119,1936,8
235AK110D119,1936,0
235AK120D119,1936,0
235AK130D119,1936,4
235AK170D119,1936,1
235AKR50D119,1936,4
235AR110C119,1936,0
235AR130C119,1936,0
235BM130D119,1936,5
235BMR50D119,1936,2
23625120C119,1936,0
23625130C119,1936,1
23625170C119,1936,0
23625A30C119,1936,0
23668120C119,1936,0
23668130C119,1936,8
23668170C119,1936,1
23668A30C119,1936,0
236A3130C119,1936,0
236A3A30C119,1936,0
236A8120C119,1936,1
236A8130C119,1936,10
236A8170C119,1936,1
236A8A30C119,1936,0
24610120C119,1936,0
24625120C119,1936,0
24625120D119,1936,0
24625130C119,1936,5
24625130D119,1936,1
24625170C119,1936,3
24625170D119,1936,0
24625R50C119,1936,4
24625R50D119,1936,0
24668120C119,1936,0
24668130C119,1936,0
24668IB0C119,1936,0
24668R50C119,1936,0
24668UC0C119,1936,0
246A2130C119,1936,0
246A3120C119,1936,0
246A3130C119,1936,38
246A3170C119,1936,0
246A3R50C119,1936,2
246A81201119,1936,0
246A81204119,1936,0
246A8120C119,1936,0
246A8120D119,1936,1
246A81301119,1936,0
246A81304119,1936,0
246A8130C119,1936,0
246A8130D119,1936,37
246A81701119,1936,3
246A81704119,1936,2
246A8170D119,1936,57
246A8IB0C119,1936,0
246A8MA0C119,1936,0
246A8R501119,1936,0
246A8R504119,1936,0
246A8R50C119,1936,0
246A8R50D119,1936,41
246AK120D119,1936,0
246AK130D119,1936,9
246AK170D119,1936,3
246AKR50D119,1936,5
246AR1201119,1936,0
246AR1301119,1936,0
246AR1701119,1936,5
246ARR501119,1936,0
246BM120D119,1936,0
246BM130D119,1936,14
246BMR50D119,1936,11
246BTP50D119,1936,0
246K2120C119,1936,0
246K2130C119,1936,26
246K2170C119,1936,2
246K2R50C119,1936,32
246K5120C119,1936,0
246K5130C119,1936,54
246K5170C119,1936,11
246K5R50C119,1936,18
246L1130C119,1936,0
246L1130D119,1936,1
246L1170C119,1936,0
246L1R50C119,1936,0
246L1R50D119,1936,0
25606130C119,1936,0
25606R50C119,1936,0
25606R70C119,1936,0
25625120C119,1936,0
25625130C119,1936,0
25625170C119,1936,0
25625220C119,1936,0
25625230C119,1936,0
25625270C119,1936,0
25625R50C119,1936,0
25625R70C119,1936,0
25668120C119,1936,0
25668130C119,1936,2
25668220C119,1936,1
25668230C119,1936,1
25668IC0C119,1936,0
25668MB0C119,1936,0
25668R50C119,1936,0
25668R70C119,1936,1
25668TB0C119,1936,0
25668TC0C119,1936,0
25668UB0C119,1936,0
25668UC0C119,1936,0
25668VC0C119,1936,0
256A3120C119,1936,0
256A3130C119,1936,1
256A3170C119,1936,0
256A3220C119,1936,0
256A3230C119,1936,1
256A3270C119,1936,0
256A3R50C119,1936,0
256A3R70C119,1936,0
256BAR70D119,1936,0
256BM220D119,1936,0
256BM230D119,1936,36
256BMR70D119,1936,8
256K2120C119,1936,0
256K2130C119,1936,77
256K2170C119,1936,9
256K2220C119,1936,0
256K2230C119,1936,34
256K2270C119,1936,4
256K2R50C119,1936,20
256K2R70C119,1936,15
256L1270C119,1936,0
525211301119,1936,0
525321100119,1936,0
525321200119,1936,2
52532R200119,1936,3
52532U200119,1936,0
525331100119,1936,0
525331200119,1936,3
52533R200119,1936,0
52533U200119,1936,0
525351101119,1936,0
525351201119,1936,5
52535R201119,1936,3
52535U201119,1936,0
525361101119,1936,0
525361201119,1936,15
525361301119,1936,0
52536R201119,1936,3
52536U201119,1936,0
525701100119,1936,0
525701101119,1936,0
525701200119,1936,2
525701201119,1936,0
52570R200119,1936,0
52570R201119,1936,0
525721100119,1936,0
525721101119,1936,0
525721200119,1936,2
525721201119,1936,0
52572R200119,1936,1
52572R201119,1936,1
52572U200119,1936,0
526321200119,1936,3
52632U200119,1936,0
526701100119,1936,0
526701101119,1936,0
526701200119,1936,0
526701201119,1936,0
526721200119,1936,0
526721201119,1936,0
536111101119,1936,0
536111201119,1936,0
536111301119,1936,4
536111701119,1936,10
53613120C119,1936,0
53613130C119,1936,1
53613170C119,1936,0
536132I0C119,1936,0
53613R50C119,1936,3
53613RI0C119,1936,0
536141101119,1936,0
536141201119,1936,0
536141301119,1936,0
53614R501119,1936,0
53615110D119,1936,0
53615120D119,1936,1
53615130D119,1936,27
53615170D119,1936,7
536721101119,1936,0
53672110C119,1936,0
53672110D119,1936,1
536721201119,1936,1
53672120C119,1936,0
53672120D119,1936,0
536721301119,1936,4
53672130C119,1936,2
53672130D119,1936,11
536721701119,1936,4
53672170C119,1936,3
53672170D119,1936,16
53672R501119,1936,0
53672R50C119,1936,0
53672R50D119,1936,0
536A6110C119,1936,0
536A6120C119,1936,1
536A6130C119,1936,9
536A6170C119,1936,9
536A6R50C119,1936,17
536AC110C119,1936,0
536AC120C119,1936,0
536AC120D119,1936,0
536AC130C119,1936,4
536AC130D119,1936,6
536AC170C119,1936,3
536AC170D119,1936,10
536ACR50C119,1936,7
536ACR50D119,1936,17
536BB170F119,1936,0
15529U100119,1940,0
15537U101119,1940,0
15549R20C119,1940,0
155A0P30C119,1940,0
22425R50D119,1940,3
224AKR50D119,1940,2
224BM130D119,1940,0
224BMR50D119,1940,1
22525120D119,1940,0
22525130C119,1940,0
22525130D119,1940,1
22525170C119,1940,0
22525170D119,1940,0
22525R50C119,1940,0
22525R50D119,1940,1
225721101119,1940,0
22572110D119,1940,1
225721201119,1940,0
22572120D119,1940,0
225721301119,1940,0
22572130D119,1940,4
225721701119,1940,3
22572170D119,1940,8
22572R501119,1940,0
22572R50D119,1940,1
225A3120C119,1940,0
225A3130C119,1940,0
225A3170C119,1940,0
225A3R50C119,1940,2
225A81101119,1940,0
225A8110C119,1940,0
225A8110D119,1940,0
225A81201119,1940,0
225A8120C119,1940,0
225A8120D119,1940,0
225A81301119,1940,0
225A8130C119,1940,1
225A8130D119,1940,9
225A81701119,1940,1
225A8170C119,1940,1
225A8170D119,1940,8
225A8R501119,1940,0
225A8R50C119,1940,1
225A8R50D119,1940,6
225AK110D119,1940,0
225AK120D119,1940,0
225AK130D119,1940,3
225AK170D119,1940,1
225AKR50D119,1940,0
225AR110C119,1940,0
225AR120C119,1940,0
225AR130C119,1940,0
225ARR50C119,1940,0
225BF130D119,1940,0
225BFR50D119,1940,0
225BM130D119,1940,12
225BMR50D119,1940,14
225BTP50D119,1940,3
22725120C119,1940,0
22725170C119,1940,1
227A8120C119,1940,0
227A8170C119,1940,2
23425120D119,1940,0
23425130D119,1940,0
23425170D119,1940,0
23468130C119,1940,0
23468170C119,1940,0
23468R50C119,1940,0
23472120D119,1940,0
234791200119,1940,0
234A3130C119,1940,0
234A3R50C119,1940,0
234A8120D119,1940,0
234A8130D119,1940,0
234A8170D119,1940,0
234A8R50C119,1940,0
234A8R50D119,1940,0
234AK120D119,1940,0
234AK130D119,1940,0
234AK170D119,1940,0
234BAR50D119,1940,0
234BM120D119,1940,0
234BM130D119,1940,0
234BMR50D119,1940,0
23525120D119,1940,0
23525130D119,1940,1
23525170D119,1940,0
23525R50D119,1940,0
23568120C119,1940,0
23568130C119,1940,3
23568170C119,1940,0
23568R50C119,1940,3
235721101119,1940,0
23572110D119,1940,0
235721201119,1940,0
23572120D119,1940,0
235721301119,1940,0
23572130D119,1940,0
235721701119,1940,0
23572170D119,1940,1
23572R50D119,1940,0
235A3120C119,1940,0
235A3130C119,1940,0
235A3170C119,1940,0
235A3R50C119,1940,0
235A81101119,1940,0
235A8110C119,1940,0
235A8110D119,1940,0
235A81201119,1940,0
235A8120C119,1940,0
235A8120D119,1940,0
235A81301119,1940,0
235A8130C119,1940,1
235A8130D119,1940,5
235A81701119,1940,0
235A8170C119,1940,0
235A8170D119,1940,3
235A8R501119,1940,0
235A8R50C119,1940,0
235A8R50D119,1940,4
235AK110D119,1940,0
235AK120D119,1940,0
235AK130D119,1940,1
235AK170D119,1940,1
235AKR50D119,1940,2
235AR110C119,1940,0
235AR130C119,1940,0
235BM130D119,1940,3
235BMR50D119,1940,2
23625120C119,1940,0
23625130C119,1940,1
23625170C119,1940,0
23625A30C119,1940,0
23668120C119,1940,0
23668130C119,1940,8
23668170C119,1940,1
23668A30C119,1940,0
236A3130C119,1940,0
236A3A30C119,1940,0
236A8120C119,1940,0
236A8130C119,1940,4
236A8170C119,1940,0
236A8A30C119,1940,0
24606R50C119,1940,0
24610120C119,1940,0
24625120C119,1940,0
24625120D119,1940,0
24625130C119,1940,3
24625130D119,1940,1
24625170C119,1940,2
24625170D119,1940,0
24625R50C119,1940,3
24625R50D119,1940,0
24668120C119,1940,0
24668130C119,1940,0
24668IB0C119,1940,0
24668R50C119,1940,0
24668UC0C119,1940,0
246A2130C119,1940,0
246A3120C119,1940,0
246A3130C119,1940,2
246A3170C119,1940,0
246A3R50C119,1940,2
246A81201119,1940,0
246A81204119,1940,0
246A8120C119,1940,0
246A8120D119,1940,0
246A81301119,1940,0
246A81304119,1940,0
246A8130C119,1940,0
246A8130D119,1940,26
246A81701119,1940,3
246A81704119,1940,0
246A8170D119,1940,43
246A8IB0C119,1940,0
246A8MA0C119,1940,0
246A8R501119,1940,0
246A8R504119,1940,0
246A8R50C119,1940,0
246A8R50D119,1940,32
246AK120D119,1940,0
246AK130D119,1940,5
246AK170D119,1940,3
246AKR50D119,1940,4
246AR1201119,1940,0
246AR1301119,1940,0
246AR1701119,1940,3
246ARR501119,1940,0
246BM120D119,1940,0
246BM130D119,1940,14
246BMR50D119,1940,9
246BTP50D119,1940,0
246K2120C119,1940,0
246K2130C119,1940,10
246K2170C119,1940,0
246K2R50C119,1940,7
246K5120C119,1940,0
246K5130C119,1940,13
246K5170C119,1940,7
246K5R50C119,1940,8
246L1130C119,1940,1
246L1130D119,1940,0
246L1170C119,1940,0
246L1R50C119,1940,1
246L1R50D119,1940,0
25606130C119,1940,0
25606230C119,1940,0
25606R50C119,1940,0
25606R70C119,1940,0
25625120C119,1940,0
25625130C119,1940,0
25625170C119,1940,0
25625220C119,1940,0
25625230C119,1940,0
25625270C119,1940,0
25625R50C119,1940,0
25625R70C119,1940,0
25668120C119,1940,0
25668130C119,1940,1
25668220C119,1940,0
25668230C119,1940,1
25668IC0C119,1940,0
25668MB0C119,1940,0
25668R50C119,1940,0
25668R70C119,1940,0
25668TB0C119,1940,0
25668TC0C119,1940,0
25668UB0C119,1940,0
25668UC0C119,1940,0
25668VC0C119,1940,0
256A3120C119,1940,0
256A3130C119,1940,1
256A3170C119,1940,0
256A3220C119,1940,0
256A3230C119,1940,1
256A3270C119,1940,0
256A3R50C119,1940,0
256A3R70C119,1940,0
256BAR70D119,1940,0
256BM220D119,1940,0
256BM230D119,1940,15
256BMR70D119,1940,4
256K2120C119,1940,0
256K2130C119,1940,14
256K2170C119,1940,5
256K2220C119,1940,0
256K2230C119,1940,13
256K2270C119,1940,6
256K2R50C119,1940,8
256K2R70C119,1940,6
256L1270C119,1940,0
525211301119,1940,0
525321100119,1940,0
525321200119,1940,0
52532R200119,1940,2
52532U200119,1940,0
525331100119,1940,0
525331200119,1940,4
52533R200119,1940,0
52533U200119,1940,0